URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://tecnomod-um.org/ValueSet/medication-vs,0.1.0,draft,,MedicationVS,Medications ValueSet,"SNOMED CT codes for drug products or substances.",,"SCT,Internal"
http://tecnomod-um.org/ValueSet/mrs-score-vs,0.1.0,active,,MRsScoreVS,Modified Rankin Scale (mRS) Score ValueSet,"This ValueSet includes all modified Rankin Scale (mRS) grades defined in the MRsScoreCS CodeSystem (0–6). It is intended to be bound to Observation.valueCodeableConcept when the Observation.code indicates that the observation represents an mRS score.",,"Internal"
http://tecnomod-um.org/ValueSet/mtici-code-vs,0.1.0,active,,MTICICodeVS,Modified Thrombolysis in Cerebral Infarction Assessment ValueSet,"This ValueSet includes the mTICI assessment concept code(s) from MTICICodeCS for use as Observation.code when recording an mTICI reperfusion grade. It is intended to be paired with a binding of Observation.valueCodeableConcept to MticiScoreVS.  Separating the “assessment concept” ValueSet (this ValueSet) from the “assessment result” ValueSet (MticiScoreVS) enables clearer validation rules, consistent UI behavior, and safer reuse of the mTICI scoring system across profiles.",,"Internal"
http://tecnomod-um.org/ValueSet/mtici-score-vs,0.1.0,draft,,MTICIScoreValueSet,MTICI Score ValueSet,"This ValueSet enumerates all allowable mTICI reperfusion grades (0, 1, 2a, 2b, 2c, 3) from the MticiScoreCS CodeSystem. It is intended to be bound (typically as required) to Observation.valueCodeableConcept when recording the final angiographic reperfusion outcome after endovascular therapy for acute ischemic stroke.  Using a dedicated ValueSet ensures: - consistent coding across implementations and sites, - reliable downstream interpretation for analytics/registry submission, and - clear separation between the *assessment concept* (e.g., “mTICI reperfusion grade”) and the *assessment result* (the specific grade).  This ValueSet does not convey timing, vessel location, modality, or technique; those must be represented elsewhere in the clinical model.",,"Internal"
http://tecnomod-um.org/ValueSet/perforation-procedures-vs,0.1.0,draft,,PerforationProceduresValueset,Perforation Procedures ValueSet,"ValueSet containing SNOMED CT codes representing a range of perforation procedures.",,"SCT"
http://tecnomod-um.org/ValueSet/procedure-timing-context-vs,0.1.0,active,,ProcedureTimingContextVS,Procedure Timing Context ValueSet,"ValueSet for codes defining the timing phase of a procedure relative to the encounter start.",,"Internal"
http://tecnomod-um.org/ValueSet/specific-finding-codes-vs,0.1.0,active,,SpecificFindingCodesVS,Specific Stroke Finding Codes ValueSet,"This ValueSet provides SNOMED CT disorder concepts for specific clinically relevant findings often referenced in the stroke workup, currently limited to atrial fibrillation and atrial flutter disorders.  These codes are suitable when the intent is to reference the disorder concepts themselves (e.g., as a focus finding or a coded problem). When the intent is to capture the *status of an assessment* (present/absent/unknown) rather than assert a diagnosis, implementers should use an Observation with a dedicated assessment concept as Observation.code and bind Observation.valueCodeableConcept to an appropriate status ValueSet (e.g., AfibFlutterStatusVS).",,"SCT"
http://tecnomod-um.org/ValueSet/stroke-arrival-mode-vs,0.1.0,active,,StrokeArrivalModeVS,Stroke Arrival Mode ValueSet,"ValueSet specifying the mode and origin of the patient's arrival.",,"Internal"
http://tecnomod-um.org/ValueSet/stroke-circumstance-codes-vs,0.1.0,active,,StrokeCircumstanceCodesVS,Stroke Circumstance Codes ValueSet,"This ValueSet includes all onset-circumstance codes defined in StrokeCircumstanceCodesCS for use in stroke documentation and analytics. It is intended to be bound to Observation.code in the StrokeCircumstanceObservationProfile, enabling consistent classification of onset scenarios such as in-hospital stroke and wake-up stroke.  Consistent coding supports cohort definition (e.g., wake-up stroke protocols), audit/quality reporting, and research where onset uncertainty is a key stratification variable.",,"Internal"
http://tecnomod-um.org/ValueSet/stroke-diagnosis-vs,0.1.0,active,,StrokeDiagnosisVS,Stroke Diagnosis ValueSet,"SNOMED CT concepts representing final stroke-related diagnoses intended for use in Condition.code (and similar elements) within this IG. The scope covers ischemic stroke, intracerebral hemorrhage, subarachnoid hemorrhage, cerebral venous thrombosis, and transient ischemic attack (TIA). This value set is designed to support consistent capture, validation, analytics, and decision support. Implementers should expand against a terminology server using the appropriate SNOMED CT edition/version and preferred language(s) for display. Localizations or national derivatives MAY provide additional designations without altering the canonical definition. This value set is not intended for history-of, screening, or procedural concepts.",,"SCT"
http://tecnomod-um.org/ValueSet/stroke-discharge-destination-vs,0.1.0,active,,StrokeDischargeDestinationVS,Stroke Discharge Destination ValueSet,"Defines the possible destinations of the patient upon discharge from the encounter.",,"SCT,Internal"
http://tecnomod-um.org/ValueSet/stroke-etiology-vs,0.1.0,draft,,StrokeEtiologyVS,Stroke Etiology ValueSet,"Specifies the determined etiology of an stroke.",,"SCT,Internal"
http://tecnomod-um.org/ValueSet/stroke-finding-codes-vs,0.1.0,active,,StrokeFindingCodesVS,Specific Stroke Finding Codes ValueSet,"This ValueSet aggregates a small set of coded “finding/assessment concepts” used by the SpecificFindingObservationProfile for stroke-related documentation. It currently includes: - specific disorder concepts relevant to stroke workup (from SpecificFindingCodesVS), and - the mTICI assessment concept code (from MTICICodeVS).  Implementer note: This ValueSet is used to constrain Observation.code. Where Observation.code is a disorder concept (e.g., AF disorder), the Observation instance should be interpreted as capturing an *assessment about that finding* (with the assessment result carried in Observation.valueCodeableConcept, per profile constraints). Where Observation.code is an assessment concept (e.g., mTICI), the Observation.valueCodeableConcept carries the corresponding score/result.",,
http://tecnomod-um.org/ValueSet/stroke-proc-not-done-reason-vs,0.1.0,active,,StrokeProcNotDoneReasonVS,Stroke Procedure Not Done Reason ValueSet,"ValueSet containing specific codes to indicate why thrombolysis or thrombectomy was not performed.",,"Internal"
http://tecnomod-um.org/ValueSet/stroke-risk-factor-vs,0.1.0,active,,StrokeRiskFactorValueSet,Stroke Risk Factor ValueSet,"Defines the SNOMED CT codes for conditions or risk factors relevant to stroke, including an option for unknown status.",,"SCT"
http://tecnomod-um.org/ValueSet/swallow-procedures-vs,0.1.0,draft,,SwallowProceduresValueset,Swallow Procedures ValueSet,"ValueSet containing SNOMED CT codes representing a range of procedures used in the evaluation and management of stroke patients.",,"SCT,Internal"
http://tecnomod-um.org/ValueSet/swallowing-screening-timing-category-vs,0.1.0,active,,SwallowingScreeningTimingCategoryVS,Swallowing Screening Timing Category ValueSet,"Temporal categories relative to stroke onset for swallowing screening.",,"SCT,Internal"
http://tecnomod-um.org/ValueSet/thrombectomy-complication-vs,0.1.0,active,,ThrombectomyComplicationVS,Thrombectomy Complication ValueSet,"Defines the specific complications of thrombectomy to record.",,"SCT"
http://tecnomod-um.org/ValueSet/timing-metric-codes-vs,0.1.0,active,,TimingMetricCodesVS,Stroke Timing Metric Codes ValueSet,"This ValueSet includes all timing metric codes defined in TimingMetricCodesCS for use as Observation.code when recording acute stroke process intervals (e.g., D2N, D2G). It supports required binding in the TimingMetricObservationProfile, ensuring only approved timing metrics are recorded.  The ValueSet is intentionally constrained to promote consistent, comparable reporting across implementations and to reduce ambiguity in downstream analytics.",,"Internal"
http://tecnomod-um.org/ValueSet/vital-sign-codes-vs,0.1.0,active,,VitalSignCodesVS,Stroke Vital Sign Codes ValueSet,"This ValueSet defines SNOMED CT observable-entity codes for the blood pressure components captured as vital signs in the acute stroke setting (systolic and diastolic blood pressure). It is intended for use as Observation.component.code in a single vital-sign Observation that records both components using UCUM units (mm[Hg]).  Including only the component codes (rather than full LOINC panels) keeps the representation lightweight while remaining semantically precise, and supports repeated measurements across time (e.g., triage, post-thrombolysis monitoring) by repeating the Observation with different effective[x] timestamps.",,"SCT"
http://tecnomod-um.org/ValueSet/vs-gender-snomed,0.1.0,active,,GenderSNOMEDVS,Gender (SNOMED CT),"Value set to represent patient gender using SNOMED CT codes, analogous to AdministrativeGender.",,"SCT"
